Estado,Cidade,Bairros
SP,Campo Limpo Paulista,Vila Firenze (Botujuru)
SP,Campo Limpo Paulista,Vila Imape
SP,Campo Limpo Paulista,Vila Industrial
SP,Campo Limpo Paulista,Vila Ipê (Botujuru)
SP,Campo Limpo Paulista,Vila Marieta (Botujuru)
SP,Campo Limpo Paulista,Vila Olímpia
SP,Campo Limpo Paulista,Vila São Paulo
SP,Campo Limpo Paulista,Vila Tavares
SP,Campo Limpo Paulista,Vila Thomazina
SP,Campo Limpo Paulista,Ville Saint James I
SP,Campo Limpo Paulista,Ville Saint James Ii
SP,Campos do Jordão,Genérico
SP,Campos do Jordão,Vila Abernéssia
SP,Campos Novos Paulista,Centro
SP,Campos Novos Paulista,Genérico
SP,Cananéia,ACARAU
SP,Cananéia,AGROSSOLAR
SP,Cananéia,ALAMEDA
SP,Canas,Centro
SP,Canas,Genérico
SP,Cândido Mota,Centro
SP,Cândido Mota,Genérico
SP,Cândido Rodrigues,Centro
SP,Cândido Rodrigues,Genérico
SP,Canitar,Área Rural de Canitar
SP,Canitar,Centro
SP,Canitar,Centro de Expansão e Urbanização
SP,Canitar,Conjunto Habitacional Canitar B
SP,Canitar,Genérico
SP,Canitar,Jardim Alvorada
SP,Canitar,Jardim Antonio Bernardo
SP,Canitar,Jardim das Flores
SP,Canitar,Jardim das Palmeiras
SP,Canitar,Jardim Primavera
SP,Canitar,Jardim Vitória
SP,Canitar,Jardim Ypê
SP,Canitar,Mark Vile
SP,Canitar,Parque Industrial I
SP,Canitar,Quinta do Café
SP,Canitar,Residencial Esmeralda
SP,Canitar,Vila Manoel Cabete
SP,Capão Bonito,Área Rural de Capão Bonito
SP,Capão Bonito,Centro
SP,Capão Bonito,Distrito Industrial
SP,Capão Bonito,Genérico
SP,Capão Bonito,Jardim Alvorada
SP,Capão Bonito,Jardim Colonial
SP,Capão Bonito,Jardim Cruzeiro
SP,Capão Bonito,Jardim da Amizade
SP,Capão Bonito,Jardim Europa
SP,Capão Bonito,Jardim Vale Verde
SP,Capão Bonito,Laranjeiras
SP,Capão Bonito,Parque das Nações
SP,Capão Bonito,Querência do Turvo
SP,Capão Bonito,Recanto do Pescador
SP,Capão Bonito,Terras do Embiruçu
SP,Capão Bonito,Vila Aparecida
SP,Capão Bonito,Vila Bela Vista
SP,Capão Bonito,Vila Boa Esperança
SP,Capão Bonito,Vila Brasil
SP,Capão Bonito,Vila Guanabara
SP,Capão Bonito,Vila Maria
SP,Capão Bonito,Vila Nova Capão Bonito
SP,Capão Bonito,Vila Santa Isabel
SP,Capão Bonito,Vila Santa Rosa
SP,Capão Bonito,Vila São Francisco de Assis
SP,Capão Bonito,Vila São Judas Thadeu
SP,Capão Bonito,Vila São Paulo
SP,Capela do Alto,Centro
SP,Capela do Alto,Genérico
SP,Capela do Alto,Iperozinho
SP,Capela do Alto,Porto
SP,Capivari,Centro
SP,Capivari,Genérico
SP,Caraguatatuba,Área Rural de Caraguatatuba
SP,Caraguatatuba,Balneário Califórnia
SP,Caraguatatuba,Balneário Copacabana
SP,Caraguatatuba,Balneário dos Golfinhos
SP,Caraguatatuba,Balneário Forest
SP,Caraguatatuba,Balneário Gardem Mar
SP,Caraguatatuba,Balneário Mar Azul
SP,Caraguatatuba,Balneário Recanto do Sol
SP,Caraguatatuba,Barranco Alto
SP,Caraguatatuba,Benfica
SP,Caraguatatuba,Cantagalo
SP,Caraguatatuba,Capricónio III
SP,Caraguatatuba,Capricórnio I
SP,Caraguatatuba,Capricórnio II
SP,Caraguatatuba,Capricórnio III
SP,Caraguatatuba,Caputera
SP,Caraguatatuba,Centro
SP,Caraguatatuba,Cidade Jardim
SP,Caraguatatuba,Condomínio Amorim
SP,Caraguatatuba,Costa Nova
SP,Caraguatatuba,Delfim Verde
SP,Caraguatatuba,Estância Balneária Hawai
SP,Caraguatatuba,Estrela D Alva
SP,Caraguatatuba,Genérico
SP,Caraguatatuba,Getuba
SP,Caraguatatuba,Indaiá
SP,Caraguatatuba,Ipiranga
SP,Caraguatatuba,Jaraguá
SP,Caraguatatuba,Jaraguazinho
SP,Caraguatatuba,Jardim Adalgisa
SP,Caraguatatuba,Jardim Arouca
SP,Caraguatatuba,Jardim Bandeirantes
SP,Caraguatatuba,Jardim Bela Vista
SP,Caraguatatuba,Jardim Brasil
SP,Caraguatatuba,Jardim Britânia
SP,Caraguatatuba,Jardim Califórnia
SP,Caraguatatuba,Jardim Capricórnio
SP,Caraguatatuba,Jardim Casa Branca
SP,Caraguatatuba,Jardim das Flecheiras
SP,Caraguatatuba,Jardim das Gaivotas
SP,Caraguatatuba,Jardim das Gaivotas III
SP,Caraguatatuba,Jardim do Sol
SP,Caraguatatuba,Jardim dos Sindicatos
SP,Caraguatatuba,Jardim Estrela D¿Alva
SP,Caraguatatuba,Jardim Flor do Mar
SP,Caraguatatuba,Jardim Guaxinduba
SP,Caraguatatuba,Jardim Horto
SP,Caraguatatuba,Jardim Itamar
SP,Caraguatatuba,Jardim Itaúna
SP,Caraguatatuba,Jardim Jaqueira
SP,Caraguatatuba,Jardim Jaraguá
SP,Caraguatatuba,Jardim Joamar
SP,Caraguatatuba,Jardim Jorgin Mar
SP,Caraguatatuba,Jardim Manari
SP,Caraguatatuba,Jardim Mariella
SP,Caraguatatuba,Jardim Maristela
SP,Caraguatatuba,Jardim Miramar
SP,Caraguatatuba,Jardim Nomar
SP,Caraguatatuba,Jardim Olaria
SP,Caraguatatuba,Jardim Parnaso
SP,Caraguatatuba,Jardim Popular
SP,Caraguatatuba,Jardim Porto Novo
SP,Caraguatatuba,Jardim Prateado
SP,Caraguatatuba,Jardim Primavera
SP,Caraguatatuba,Jardim Progresso
SP,Caraguatatuba,Jardim Recanto
SP,Caraguatatuba,Jardim Rio Claro
SP,Caraguatatuba,Jardim Rio Santos
SP,Caraguatatuba,Jardim Samambaia
SP,Caraguatatuba,Jardim Santa Rosa
SP,Caraguatatuba,Jardim São Sebastião
SP,Caraguatatuba,Jardim Saveiros
SP,Caraguatatuba,Jardim Tarumãs
SP,Caraguatatuba,Jardim Terralão
SP,Caraguatatuba,Loteamento Altamir Tibiriça Pimenta
SP,Caraguatatuba,Loteamento Balneário Camburi
SP,Caraguatatuba,Loteamento Balneário Rio do Mar
SP,Caraguatatuba,Loteamento Bosque dos Guanandis
SP,Caraguatatuba,Loteamento Estância Mirante de Caraguatatuba
SP,Caraguatatuba,Loteamento Ibisco
SP,Caraguatatuba,Loteamento Jardim Aruan
SP,Caraguatatuba,Loteamento Jardim das Palmeiras
SP,Caraguatatuba,Loteamento Jardim Primavera
SP,Caraguatatuba,Loteamento Morada do Mar
SP,Caraguatatuba,Loteamento Recanto Perequê
SP,Caraguatatuba,Loteamento Recanto Sandra
SP,Caraguatatuba,Loteamento Recreio Juqueriquerê
SP,Caraguatatuba,Loteamento Residencial Nova Caraguá I
SP,Caraguatatuba,Loteamento Residencial Nova Caraguá II
SP,Caraguatatuba,Loteamento Rio Marinas
SP,Caraguatatuba,Loteamento Roteiro do Sol
SP,Caraguatatuba,Loteamento Sato
SP,Caraguatatuba,Loteamento Vila Indaiá
SP,Caraguatatuba,Loteamento Villagio Verde Mare
SP,Caraguatatuba,Mar Verde
SP,Caraguatatuba,Mar Verde II
SP,Caraguatatuba,Martim de Sá
SP,Caraguatatuba,Massaguaçu
SP,Caraguatatuba,Mirante da Orla
SP,Caraguatatuba,Morro do Algodão
SP,Caraguatatuba,Park Imperial
SP,Caraguatatuba,Parque Balneário Maria Helena
SP,Caraguatatuba,Parque Balneário Poiares
SP,Caraguatatuba,Pegorelli
SP,Caraguatatuba,Perequê Mirim
SP,Caraguatatuba,Poiares
SP,Caraguatatuba,Pontal de Santa Marina
SP,Caraguatatuba,Ponte Seca
SP,Caraguatatuba,Portal da Fazendinha
SP,Caraguatatuba,Portal do Patrimonium
SP,Caraguatatuba,Portal do Tabatinga
SP,Caraguatatuba,Praia da Mococa
SP,Caraguatatuba,Praia das Palmeiras
SP,Caraguatatuba,Prainha
SP,Caraguatatuba,Recanto Morro do Algodão
SP,Caraguatatuba,Recanto Som do Mar
SP,Caraguatatuba,Rio do Ouro
SP,Caraguatatuba,Sumaré
SP,Caraguatatuba,Tabatinga
SP,Caraguatatuba,Tinga
SP,Caraguatatuba,Travessão
SP,Caraguatatuba,Verde Mar
SP,Caraguatatuba,Vila Atlântica
SP,Caraguatatuba,Vila Balneário Santa Martha
SP,Caraguatatuba,Vila Ernestina
SP,Caraguatatuba,Vila Kenedy
SP,Caraguatatuba,Vila Marcondes
SP,Caraguatatuba,Vila Nossa Senhora Aparecida
SP,Caraguatatuba,Vila Ponte Seca
SP,Caraguatatuba,Vila Portal das Flores
SP,Caraguatatuba,Vila Ricardo
SP,Carapicuíba,Águas da Fazendinha
SP,Carapicuíba,Aldeia da Fazendinha
SP,Carapicuíba,Aldeia De Carapicuiba
SP,Carapicuíba,Alto Da Santa Lusa
SP,Carapicuíba,Alto da Vila Menck
SP,Carapicuíba,Alto de Santa Lúcia
SP,Carapicuíba,Altos Da Santa Lucia
SP,Carapicuíba,Área Rural de Carapicuíba
SP,Carapicuíba,Ariston
SP,Carapicuíba,Bela Vista
SP,Carapicuíba,Castelo Branco
SP,Carapicuíba,Centro
SP,Carapicuíba,Chácara Adriana Aparecida
SP,Carapicuíba,Chácara das Candeias
SP,Carapicuíba,Chácara das Flores
SP,Carapicuíba,Chácara das Paineiras
SP,Carapicuíba,Chácara de La Rocca
SP,Carapicuíba,Chácara do Refúgio
SP,Carapicuíba,Chácara dos Junqueiras
SP,Carapicuíba,Chácara dos Lagos
SP,Carapicuíba,Chácara Granja Velha
SP,Carapicuíba,Chácara Moinho Velho
SP,Carapicuíba,Chácara Noel Antônio
SP,Carapicuíba,Chácara Quiriri
SP,Carapicuíba,Chácara Santa Lúcia
SP,Carapicuíba,Chácara Santa Lúcia dos Ypes
SP,Carapicuíba,Chácara São João
SP,Carapicuíba,Chácara Vale do Rio Cotia
SP,Carapicuíba,Cidade Ariston
SP,Carapicuíba,Cidade Ariston Estela Azevedo
SP,Carapicuíba,Cohab
SP,Carapicuíba,Cohab - I I
SP,Carapicuíba,Cohab Cinco
SP,Carapicuíba,Cohab I
SP,Carapicuíba,Cohab Ii
SP,Carapicuíba,Cohab Iii
SP,Carapicuíba,Cohab Ix
SP,Carapicuíba,Cohab V
SP,Carapicuíba,Cohab 05
SP,Carapicuíba,Cohab 1
SP,Carapicuíba,Cohab 2
SP,Carapicuíba,Cohab 5
SP,Carapicuíba,Cohab 9
SP,Carapicuíba,Cohav V
SP,Carapicuíba,Conj. Hab. Pres. Castelo Branco
SP,Carapicuíba,Conj. Hab. Presiden
SP,Carapicuíba,Conjunto Habitacional Presidente Castelo Branco
SP,Carapicuíba,Conjunto Habitacional 120 Casas
SP,Carapicuíba,Estrada Do Gopiuva
SP,Carapicuíba,Genérico
SP,Carapicuíba,Golf Gardens
SP,Carapicuíba,Golf Park
SP,Carapicuíba,Gopiuva
SP,Carapicuíba,Granja Santa Maria
SP,Carapicuíba,Granja Viana
SP,Carapicuíba,Jardim Alfredo Soncini
SP,Carapicuíba,Jardim Alice
SP,Carapicuíba,Jardim Ampermag
SP,Carapicuíba,Jardim Ana Estela
SP,Carapicuíba,Jardim Ana Maria
SP,Carapicuíba,Jardim Ângela Maria
SP,Carapicuíba,Jardim Angélica
SP,Carapicuíba,Jardim Boa Vista
SP,Carapicuíba,Jardim Bom Pastor
SP,Carapicuíba,Jardim Bom Sucesso
SP,Carapicuíba,Jardim Carapicuíba
SP,Carapicuíba,Jardim Cecília Cristina
SP,Carapicuíba,Jardim Cibele
SP,Carapicuíba,Jardim Colonial
SP,Carapicuíba,Jardim Copiúva
SP,Carapicuíba,Jardim D'Ângelo
SP,Carapicuíba,Jardim das Belezas
SP,Carapicuíba,Jardim das Palmeiras
SP,Carapicuíba,Jardim das Pedras
SP,Carapicuíba,Jardim dos Manacás
SP,Carapicuíba,Jardim Edi
SP,Carapicuíba,Jardim Elzinha
SP,Carapicuíba,Jardim Ercy
SP,Carapicuíba,Jardim Felipe
SP,Carapicuíba,Jardim Guiomar
SP,Carapicuíba,Jardim Helena
SP,Carapicuíba,Jardim Hermínia
SP,Carapicuíba,Jardim Jussara
SP,Carapicuíba,Jardim Leonor
SP,Carapicuíba,Jardim Leopoldina
SP,Carapicuíba,Jardim Lice
SP,Carapicuíba,Jardim Maria Beatriz
SP,Carapicuíba,Jardim Maria Helena
SP,Carapicuíba,Jardim Maria Rita
SP,Carapicuíba,Jardim Marilu
SP,Carapicuíba,Jardim Mesquita
SP,Carapicuíba,Jardim Monteiro Lobato
SP,Carapicuíba,Jardim Nova Carapicuíba
SP,Carapicuíba,Jardim Novo Horizonte
SP,Carapicuíba,Jardim Paulista
SP,Carapicuíba,Jardim Pignatary
SP,Carapicuíba,Jardim Planalto
SP,Carapicuíba,Jardim Popular
SP,Carapicuíba,Jardim Primavera
SP,Carapicuíba,Jardim Primeiro de Maio
SP,Carapicuíba,Jardim Rosa Maria
SP,Carapicuíba,Jardim Roseli
SP,Carapicuíba,Jardim Sandra Regina
SP,Carapicuíba,Jardim Santa Brígida
SP,Carapicuíba,Jardim Santa Rita
SP,Carapicuíba,Jardim Santa Tereza
SP,Carapicuíba,Jardim Santo Estêvão
SP,Carapicuíba,Jardim São Daniel
SP,Carapicuíba,Jardim São José
SP,Carapicuíba,Jardim São Manoel
SP,Carapicuíba,Jardim São Pedro
SP,Carapicuíba,Jardim Ster-Za
SP,Carapicuíba,Jardim Tonato
SP,Carapicuíba,Jardim Tucunduva
SP,Carapicuíba,Jardim Yaya
SP,Carapicuíba,Jd Cecília Cristina
SP,Carapicuíba,Nao Cadastrado
SP,Carapicuíba,Nova Fazendinha
SP,Carapicuíba,Palos Verdes
SP,Carapicuíba,Parque Flórida
SP,Carapicuíba,Parque Ideal
SP,Carapicuíba,Parque Jandaia
SP,Carapicuíba,Parque José Alex André
SP,Carapicuíba,Parque Jose Alexandre
SP,Carapicuíba,Parque Primavera
SP,Carapicuíba,Parque Roseira
SP,Carapicuíba,Parque Sampaio Viana
SP,Carapicuíba,Parque Santa Teresa
SP,Carapicuíba,Piratininga
SP,Carapicuíba,Pontal da Fazendinha
SP,Carapicuíba,Pousada dos Bandeirantes
SP,Carapicuíba,Pq J. Alexandre
SP,Carapicuíba,Pq Jandaia
SP,Carapicuíba,Pq José Alexandre
SP,Carapicuíba,Prq S Teresa
SP,Carapicuíba,Quintino
SP,Carapicuíba,Recantinho
SP,Carapicuíba,Recanto Campy
SP,Carapicuíba,Recanto Impla
SP,Carapicuíba,Recanto Verde
SP,Carapicuíba,Residencial Euroville
SP,Carapicuíba,Sítio Guarehy
SP,Carapicuíba,Sítio Pereira Leite
SP,Carapicuíba,Terras do Madeira
SP,Carapicuíba,Vila América
SP,Carapicuíba,Vila Anunciata
SP,Carapicuíba,Vila Appia Antica
SP,Carapicuíba,Vila Artem
SP,Carapicuíba,Vila Balog
SP,Carapicuíba,Vila Bela
SP,Carapicuíba,Vila Bolivar
SP,Carapicuíba,Vila Caldas
SP,Carapicuíba,Vila Capriotti
SP,Carapicuíba,Vila Clara
SP,Carapicuíba,Vila Conquista
SP,Carapicuíba,Vila Creti
SP,Carapicuíba,Vila Cristina
SP,Carapicuíba,Vila da Oportunidade
SP,Carapicuíba,Vila Dirce
SP,Carapicuíba,Vila Diva
SP,Carapicuíba,Vila dos Andrades
SP,Carapicuíba,Vila Ema
SP,Carapicuíba,Vila Ester
SP,Carapicuíba,Vila Freitas
SP,Carapicuíba,Vila Gobbi
SP,Carapicuíba,Vila Guarani
SP,Carapicuíba,Vila Gustavo Correia
SP,Carapicuíba,Vila Helemar
SP,Carapicuíba,Vila Iza
SP,Carapicuíba,Vila Janete
SP,Carapicuíba,Vila Jussara
SP,Carapicuíba,Vila Leopoldo
SP,Carapicuíba,Vila Lisboa
SP,Carapicuíba,Vila Lourdes
SP,Carapicuíba,Vila Marcondes
SP,Carapicuíba,Vila Margarida
SP,Carapicuíba,Vila Maria Helena
SP,Carapicuíba,Vila Martins
SP,Carapicuíba,Vila Menk
SP,Carapicuíba,Vila Mercês
SP,Carapicuíba,Vila Mor
SP,Carapicuíba,Vila Mun.
SP,Carapicuíba,Vila Municipal
SP,Carapicuíba,Vila Nossa Senhora Aparecida
SP,Carapicuíba,Vila Nossa Sra. Aparecida
SP,Carapicuíba,Vila Odete
SP,Carapicuíba,Vila Olivina
SP,Carapicuíba,Vila Oportunidade
SP,Carapicuíba,Vila Quintino
SP,Carapicuíba,Vila Rosa
SP,Carapicuíba,Vila Santa Lúcia
SP,Carapicuíba,Vila Santa Terezinha
SP,Carapicuíba,Vila Santo Antônio
SP,Carapicuíba,Vila São Jorge
SP,Carapicuíba,Vila São José
SP,Carapicuíba,Vila Silva Ribeiro
SP,Carapicuíba,Vila Silviânia
SP,Carapicuíba,Vila Sul Americana
SP,Carapicuíba,Vila Tambory
SP,Carapicuíba,Vila Teresa
SP,Carapicuíba,Vila Terezinha
SP,Carapicuíba,Vila Três Irmãos
SP,Carapicuíba,Vila Veloso
SP,Carapicuíba,Vilarejo
SP,Cardoso,Centro
SP,Cardoso,Genérico
SP,Cardoso,Vila Alves
SP,Casa Branca,Centro
SP,Casa Branca,Genérico
SP,Cássia dos Coqueiros,Centro
SP,Cássia dos Coqueiros,Genérico
SP,Castilho,Centro
SP,Castilho,Genérico
SP,Catanduva,Agrícola
SP,Catanduva,Área Rural de Catanduva
SP,Catanduva,Centro
SP,Catanduva,Conjunto Habitacional Carlos Alberto Magalhães
SP,Catanduva,Conjunto Habitacional Comendador José A Borelli
SP,Catanduva,Conjunto Habitacional Deputado Antônio Mastrocola
SP,Catanduva,Conjunto Habitacional Dona Júlia B Caparroz
SP,Catanduva,Conjunto Habitacional Euclides Figueiredo
SP,Catanduva,Conjunto Habitacional Gabriel Hernandez
SP,Catanduva,Conjunto Habitacional Giuseppe Spina
SP,Catanduva,Conjunto Habitacional Orlando Facci
SP,Catanduva,Conjunto Habitacional Pedro Luis Boso
SP,Catanduva,Conjunto Habitacional Prefeito João Righini
SP,Catanduva,Conjunto Habitacional Prefeito Pedro Nechar
SP,Catanduva,Conjunto Habitacional Vereador Lucio Cacciari
SP,Catanduva,Conjunto Polo Comercial e Industrial Giordano Mestrinelli
SP,Catanduva,Conjunto Residencial Anuar Pacha
SP,Catanduva,Distrito Industrial Antônio Zácaro
SP,Catanduva,Distrito Industrial José Antônio Boso
SP,Catanduva,Genérico
SP,Catanduva,Higienópolis
SP,Catanduva,Jardim Aeroporto
SP,Catanduva,Jardim Alpino
SP,Catanduva,Jardim Alvorada
SP,Catanduva,Jardim Amêndola
SP,Catanduva,Jardim América
SP,Catanduva,Jardim Augusta
SP,Catanduva,Jardim Bela Vista
SP,Catanduva,Jardim Brasil
SP,Catanduva,Jardim Caparroz
SP,Catanduva,Jardim Clélia
SP,Catanduva,Jardim da Torre
SP,Catanduva,Jardim Del Rey
SP,Catanduva,Jardim do Bosque
SP,Catanduva,Jardim do Lago
SP,Catanduva,Jardim dos Coqueiros
SP,Catanduva,Jardim dos Coqueiros II
SP,Catanduva,Jardim Eldorado
SP,Catanduva,Jardim Esperança
SP,Catanduva,Jardim Europa
SP,Catanduva,Jardim Glória
SP,Catanduva,Jardim Glória II
SP,Catanduva,Jardim Imperial
SP,Catanduva,Jardim Ipanema
SP,Catanduva,Jardim Irradiação
SP,Catanduva,Jardim Monte Carlo
SP,Catanduva,Jardim Monte Líbano
SP,Catanduva,Jardim Nova Catanduva
SP,Catanduva,Jardim Oriental
SP,Catanduva,Jardim Pedro Borgoni
SP,Catanduva,Jardim Primavera
SP,Catanduva,Jardim Residencial Chiodini
SP,Catanduva,Jardim Residencial Diolfen Martani
SP,Catanduva,Jardim Salles
SP,Catanduva,Jardim Santa Helena
SP,Catanduva,Jardim Santa Rosa
SP,Catanduva,Jardim Santo Antônio
SP,Catanduva,Jardim São Domingos
SP,Catanduva,Jardim Shangri-lá
SP,Catanduva,Jardim Soto
SP,Catanduva,Jardim Vertoni
SP,Catanduva,Loteamento Altos do Higienópolis
SP,Catanduva,Loteamento Antônio M Carvalho
SP,Catanduva,Loteamento Bom Pastor
SP,Catanduva,Loteamento Cerradinho
SP,Catanduva,Loteamento Cidade Jardim
SP,Catanduva,Loteamento Colina do Sol
SP,Catanduva,Loteamento Conjunto Habitacional Comendador Theodoro Rosa Filho
SP,Catanduva,Loteamento Jorge Mauad
SP,Catanduva,Loteamento Miguel Elias
SP,Catanduva,Loteamento Morada dos Executivos
SP,Catanduva,Loteamento Morada dos Pássaros
SP,Catanduva,Loteamento Nações Unidas
SP,Catanduva,Loteamento Parque José Cury
SP,Catanduva,Loteamento Residencial Isabella
SP,Catanduva,Loteamento São Pedro
SP,Catanduva,Loteamento Solo Sagrado
SP,Catanduva,Parque Cambuí
SP,Catanduva,Parque Glória I
SP,Catanduva,Parque Glória II
SP,Catanduva,Parque Glória III
SP,Catanduva,Parque Glória IV
SP,Catanduva,Parque Glória V
SP,Catanduva,Parque Glória VI
SP,Catanduva,Parque Ipiranga
SP,Catanduva,Parque Iracema
SP,Catanduva,Parque Joaquim Lopes
SP,Catanduva,Parque Residencial Agudo Romão
SP,Catanduva,Parque Residencial Agudo Romão II
SP,Catanduva,Parque Residencial Comendador João Amêndola
SP,Catanduva,Parque Residencial Flamingo
SP,Catanduva,Parque Residencial Maria L P Faria
SP,Catanduva,Parque Residencial Paraíso
SP,Catanduva,Parque Residencial Santa Paula
SP,Catanduva,Polo Comercial Industrial Raul de Carvalho
SP,Catanduva,Pólo Industrial Pedro Luís Boso
SP,Catanduva,Quilômetro Sete
SP,Catanduva,Residencial Acapulco
SP,Catanduva,Residencial Alto da Boa Vista
SP,Catanduva,Residencial Comendador Pedro Monteleone
SP,Catanduva,Residencial dos Ipês
SP,Catanduva,Residencial Granville
SP,Catanduva,Residencial Granville II
SP,Catanduva,Residencial Júlia Caparroz
SP,Catanduva,Residencial Juliatti Carvalho
SP,Catanduva,Residencial Júlio Ramos
SP,Catanduva,Residencial Lluminar
SP,Catanduva,Residencial Lunardelli
SP,Catanduva,Residencial Moreschi
SP,Catanduva,Residencial Nova Catanduva I
SP,Catanduva,Residencial Novo Tarraf
SP,Catanduva,Residencial Primavera
SP,Catanduva,Residencial San Remo
SP,Catanduva,Residencial Sebastião Moraes
SP,Catanduva,Residencial Top Life
SP,Catanduva,São Francisco
SP,Catanduva,Vila Alexandria
SP,Catanduva,Vila Bela
SP,Catanduva,Vila Celso Mauad
SP,Catanduva,Vila de Roses
SP,Catanduva,Vila Dona Engracia Agudo Romão
SP,Catanduva,Vila Guzzo
SP,Catanduva,Vila Industrial
SP,Catanduva,Vila Juca Pedro
SP,Catanduva,Vila Maria Jorge
SP,Catanduva,Vila Motta
SP,Catanduva,Vila Paulista
SP,Catanduva,Vila Rodrigues
SP,Catanduva,Vila Santo Antônio
SP,Catanduva,Vila São Jorge
SP,Catanduva,Vila São Luiz
SP,Catanduva,Village Damha
SP,Catanduva,Vivenda 7 de Setembro
SP,Catiguá,Centro
SP,Catiguá,Genérico
SP,Cedral,Centro
SP,Cedral,Genérico
SP,Cerqueira César,Área Rural de Cerqueira César
SP,Cerqueira César,Centro
SP,Cerqueira César,Chácara Cacciolari
SP,Cerqueira César,Chácara Moura Leite
SP,Cerqueira César,Conjunto Habitacional Recanto dos Pássaros
SP,Cerqueira César,Conjunto Habitacional Santos Neves
SP,Cerqueira César,Distrito Industrial
SP,Cerqueira César,Genérico
SP,Cerqueira César,Jardim Bela Vista
SP,Cerqueira César,Jardim dos Ipês
SP,Cerqueira César,Jardim Esmeralda
SP,Cerqueira César,Jardim Primavera
SP,Cerqueira César,Jardim Primavera III
SP,Cerqueira César,Jardim Santa Ignês
SP,Cerqueira César,Jardim São Lucas
SP,Cerqueira César,Jardim São Lucas II
SP,Cerqueira César,Jardim Três Ranchos I
SP,Cerqueira César,Jardim Três Ranchos IV
SP,Cerqueira César,Jardim Tropical
SP,Cerqueira César,Nova Cerqueira
SP,Cerqueira César,Novo Horizonte
SP,Cerqueira César,Parque Nove de Julho
SP,Cerqueira César,Residencial Albatroz
SP,Cerqueira César,Santa Cecília
SP,Cerqueira César,Vila Almeida
SP,Cerqueira César,Vila Angélica
SP,Cerqueira César,Vila Cardoso
SP,Cerqueira César,Vila Izabel
SP,Cerqueira César,Vila Manoel Fernandes
SP,Cerqueira César,Vila Nossa Senhora de Fátima
SP,Cerqueira César,Vila Nova
SP,Cerquilho,Centro
SP,Cerquilho,Genérico
SP,Cerquilho,Recanto do Sol
SP,Cesário Lange,Centro
SP,Cesário Lange,Distrito Fazenda Velha
SP,Cesário Lange,Fazenda Velha
